PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
383,0,3,Passenger_383,male,26,1,0,T383,143.59142527990565,nan,S
384,1,1,Passenger_384,female,46,0,1,T384,14.696655064705233,D,S
385,0,3,Passenger_385,female,34,4,1,T385,15.74586202296277,B,S
386,1,3,Passenger_386,female,12,4,3,T386,26.615509067770795,F,S
387,0,3,Passenger_387,female,36,3,3,T387,132.87905943211314,A,S
388,1,2,Passenger_388,male,28,1,1,T388,169.06122147279174,A,S
389,1,2,Passenger_389,male,8,3,2,T389,108.63066981485558,nan,S
390,0,3,Passenger_390,male,79,4,3,T390,129.20184322891495,nan,Q
391,0,3,Passenger_391,male,44,4,0,T391,65.59891081536009,nan,C
392,0,3,Passenger_392,female,38,4,3,T392,64.17147623627142,C,nan
393,0,3,Passenger_393,female,78,1,1,T393,15.762483654002002,F,S
394,1,3,Passenger_394,male,69,0,1,T394,12.091234066473767,G,S
395,0,3,Passenger_395,female,15,1,0,T395,158.05118988420244,D,S
396,1,3,Passenger_396,male,24,1,0,T396,54.29181660581817,G,S
397,1,2,Passenger_397,male,50,0,3,T397,79.83722017527919,B,S
398,0,1,Passenger_398,female,10,1,2,T398,115.56908829773958,D,S
399,1,3,Passenger_399,female,31,3,1,T399,67.16622255099838,A,S
400,0,1,Passenger_400,female,12,2,1,T400,81.69985870561834,G,S
401,0,3,Passenger_401,female,32,2,2,T401,15.200047518316284,G,nan
402,1,2,Passenger_402,female,11,1,1,T402,172.12804905751938,E,C
403,1,2,Passenger_403,female,49,2,3,T403,108.27564275253157,G,C
404,0,1,Passenger_404,male,4,0,1,T404,115.15178536235857,C,nan
405,1,1,Passenger_405,female,49,4,0,T405,139.3755649590813,D,S
406,0,1,Passenger_406,female,14,3,1,T406,164.0904322878392,T,S
407,0,1,Passenger_407,female,71,0,2,T407,174.2799910003513,nan,S
408,1,2,Passenger_408,female,50,4,0,T408,99.76411104554218,B,S
409,0,3,Passenger_409,male,54,4,3,T409,131.97785099146404,C,S
410,0,2,Passenger_410,female,5,2,0,T410,163.20930342154867,B,Q
411,1,2,Passenger_411,male,46,1,2,T411,68.03443626172472,E,C
412,0,3,Passenger_412,female,8,3,3,T412,100.37971040337769,G,S
413,1,3,Passenger_413,male,24,3,0,T413,176.4969450037012,C,nan
414,0,1,Passenger_414,male,21,1,1,T414,153.0816946101502,D,Q
415,0,3,Passenger_415,female,68,4,1,T415,113.61059964943225,D,S
416,1,3,Passenger_416,male,68,0,3,T416,137.26617924845092,B,S
417,1,1,Passenger_417,male,76,0,2,T417,60.245941891272295,D,S
418,0,1,Passenger_418,male,61,1,1,T418,135.28349443567603,B,S
419,1,1,Passenger_419,female,10,2,2,T419,58.436631785274564,C,S
420,0,3,Passenger_420,female,9,4,1,T420,58.51105450323488,T,S
421,0,3,Passenger_421,male,22,4,3,T421,20.939912922331956,B,C
422,0,2,Passenger_422,male,26,4,2,T422,97.43287786213975,A,C
423,0,3,Passenger_423,male,75,1,1,T423,15.778773366655047,E,S
424,0,3,Passenger_424,male,34,1,0,T424,75.99010776795767,A,C
425,1,3,Passenger_425,female,46,4,0,T425,18.620975243573746,C,nan
426,1,3,Passenger_426,female,45,4,3,T426,33.66380312056006,C,S
427,0,2,Passenger_427,male,6,0,0,T427,146.7729122031726,nan,nan
428,0,3,Passenger_428,male,39,1,3,T428,149.81199156627946,B,Q
429,0,3,Passenger_429,male,44,1,1,T429,149.3955077151306,B,S
430,1,3,Passenger_430,male,21,2,3,T430,21.51007880109401,A,Q
431,1,3,Passenger_431,female,24,1,1,T431,179.92513430948154,E,S
432,1,2,Passenger_432,male,18,1,3,T432,65.2847796442343,C,nan
433,1,1,Passenger_433,male,18,2,0,T433,162.15870446685096,B,nan
434,1,2,Passenger_434,male,25,0,1,T434,45.466387552636995,G,S
435,0,3,Passenger_435,female,79,2,1,T435,195.28349046412458,T,C
436,1,3,Passenger_436,male,65,2,0,T436,181.1779467719063,G,Q
437,1,2,Passenger_437,female,14,1,3,T437,147.77940505627353,E,nan
438,1,1,Passenger_438,female,78,0,1,T438,61.471239835545404,D,S
439,0,1,Passenger_439,female,61,3,0,T439,24.700756723787947,T,S
440,0,2,Passenger_440,male,13,0,2,T440,161.63291208834943,E,S
441,0,3,Passenger_441,male,71,4,0,T441,69.8161210579794,D,nan
442,1,1,Passenger_442,female,27,3,0,T442,62.1381626134071,C,S
443,0,3,Passenger_443,male,11,3,3,T443,191.99030128548887,G,S
444,1,3,Passenger_444,female,58,4,3,T444,15.32299842157968,G,C
445,1,2,Passenger_445,female,6,4,0,T445,84.81511761421667,D,S
446,1,3,Passenger_446,male,15,1,3,T446,160.63353658044056,F,nan
447,1,3,Passenger_447,female,71,3,0,T447,148.36416636686258,T,C
448,1,2,Passenger_448,male,55,4,0,T448,68.86916726721829,nan,Q
449,0,3,Passenger_449,female,73,3,2,T449,44.81430285251589,nan,Q
450,1,2,Passenger_450,female,45,1,0,T450,197.56007317153458,T,S
451,0,2,Passenger_451,male,52,3,0,T451,21.413116993058757,E,S
452,0,3,Passenger_452,female,58,3,1,T452,197.42008973477985,T,S
453,1,2,Passenger_453,female,5,1,2,T453,187.30453138983128,G,nan
454,1,3,Passenger_454,female,47,2,0,T454,157.14287125742547,E,S
455,0,3,Passenger_455,male,47,0,0,T455,160.81524481674037,F,S
456,1,1,Passenger_456,female,40,1,2,T456,166.35812830918482,E,S
457,1,3,Passenger_457,female,52,0,3,T457,45.55464164765959,C,S
458,0,3,Passenger_458,male,38,4,0,T458,19.58324119783715,A,S
459,0,1,Passenger_459,male,35,3,3,T459,62.66382872899243,E,S
460,0,2,Passenger_460,female,38,3,1,T460,59.04965690228126,nan,S
461,0,2,Passenger_461,male,26,4,1,T461,45.55932075439565,A,S
462,0,3,Passenger_462,female,75,1,1,T462,194.70496860717452,T,Q
463,0,2,Passenger_463,female,42,0,0,T463,147.49477629635007,nan,nan
464,1,3,Passenger_464,male,59,2,0,T464,15.518265025111045,T,S
465,0,2,Passenger_465,female,66,1,1,T465,35.15204815510699,D,nan
466,1,2,Passenger_466,male,2,2,3,T466,25.897642927801318,B,C
467,1,2,Passenger_467,male,29,1,0,T467,175.92802340649303,T,S
468,1,2,Passenger_468,male,24,1,1,T468,172.51719232582232,T,S
469,1,2,Passenger_469,female,41,4,3,T469,146.3614066346662,F,Q
470,0,3,Passenger_470,male,66,4,3,T470,182.92421839146223,G,Q
471,0,3,Passenger_471,female,14,1,2,T471,74.38729639207655,B,S
472,0,3,Passenger_472,female,38,2,3,T472,114.56436555134583,G,S
473,1,3,Passenger_473,female,65,3,2,T473,120.09379598950518,T,S
474,1,2,Passenger_474,male,59,2,3,T474,124.79704036456859,D,S
475,0,1,Passenger_475,female,8,4,3,T475,180.1393015130494,F,C
476,0,3,Passenger_476,female,53,3,2,T476,24.155703738127862,C,S
477,0,3,Passenger_477,female,37,4,1,T477,122.69270563180649,B,C
478,1,2,Passenger_478,male,23,4,2,T478,14.380526988746386,G,S
479,0,3,Passenger_479,female,11,0,3,T479,109.76080744378109,E,C
480,1,3,Passenger_480,female,40,4,2,T480,157.35467509715698,F,S
481,0,3,Passenger_481,male,5,1,3,T481,144.64498951061998,T,S
482,0,2,Passenger_482,female,18,2,2,T482,153.60635195205103,A,nan
483,1,2,Passenger_483,female,37,3,0,T483,195.65453657758323,nan,C
484,0,3,Passenger_484,male,50,0,2,T484,21.5723654810054,nan,S
485,0,2,Passenger_485,male,19,2,0,T485,19.89946501203454,B,S
486,0,2,Passenger_486,male,16,2,1,T486,190.32404914119758,F,C
487,0,1,Passenger_487,female,47,3,3,T487,99.18865546018944,A,S
488,1,1,Passenger_488,male,12,1,3,T488,148.79905629233508,A,S
489,1,2,Passenger_489,male,78,2,2,T489,133.78955798059712,B,S
490,0,2,Passenger_490,male,60,2,3,T490,27.48383193582028,G,S
491,1,1,Passenger_491,male,20,1,0,T491,24.457409304899546,B,S
492,0,3,Passenger_492,male,77,2,1,T492,45.07575496176676,T,S
493,1,3,Passenger_493,female,45,4,1,T493,105.22581323533365,D,nan
494,0,3,Passenger_494,female,4,0,0,T494,85.34205784642663,B,S
495,0,3,Passenger_495,female,55,1,2,T495,136.36975012037675,T,S
496,0,3,Passenger_496,male,68,2,2,T496,73.858519012941,F,Q
497,1,2,Passenger_497,male,18,3,2,T497,21.700726124566252,T,nan
498,0,1,Passenger_498,male,41,4,3,T498,54.30971157884754,A,S
499,0,1,Passenger_499,female,33,1,1,T499,162.05916075784248,nan,C
500,1,1,Passenger_500,male,49,2,3,T500,25.148807091566688,nan,S
501,1,2,Passenger_501,male,61,2,1,T501,16.776045372621308,nan,S
502,0,3,Passenger_502,female,1,3,3,T502,94.02763111797866,D,S
503,0,3,Passenger_503,female,48,2,3,T503,88.77579056195069,A,S
504,1,3,Passenger_504,female,2,0,1,T504,67.6616660404743,B,nan
505,0,2,Passenger_505,female,55,0,1,T505,36.3303054739998,G,S
506,1,2,Passenger_506,male,21,0,2,T506,63.80252259496851,nan,S
507,0,3,Passenger_507,male,73,0,1,T507,25.32795068259304,E,nan
508,0,3,Passenger_508,female,46,4,0,T508,25.06126868207108,E,S
509,0,1,Passenger_509,male,67,3,2,T509,55.27755320759643,F,S
510,0,3,Passenger_510,female,8,3,1,T510,100.98481378800867,A,S
511,0,1,Passenger_511,male,34,3,1,T511,103.61444336655168,D,S
512,0,3,Passenger_512,female,16,1,2,T512,53.871102529155266,B,S
513,1,1,Passenger_513,male,65,0,2,T513,174.43243778585529,E,S
514,1,3,Passenger_514,female,71,0,3,T514,183.5768064809429,G,S
515,1,3,Passenger_515,female,59,1,3,T515,128.9494746907876,D,Q
516,0,3,Passenger_516,male,52,0,3,T516,41.961598028183644,B,S
517,0,3,Passenger_517,male,25,4,1,T517,129.88147671633817,E,C
518,1,3,Passenger_518,male,52,3,3,T518,16.61777525871741,E,C
519,0,2,Passenger_519,female,55,1,2,T519,42.30714818966526,G,Q
520,0,2,Passenger_520,female,33,0,2,T520,86.19672400742992,B,Q
521,0,3,Passenger_521,female,2,3,1,T521,11.998319163116799,G,C
522,1,3,Passenger_522,male,12,3,0,T522,68.38381863162338,D,S
523,0,3,Passenger_523,female,54,1,0,T523,97.75551103638429,nan,nan
524,0,1,Passenger_524,female,61,4,3,T524,198.19318901989521,T,nan
525,0,3,Passenger_525,female,43,4,2,T525,47.02247893600913,E,C
526,0,2,Passenger_526,male,72,3,3,T526,49.39946705969698,B,Q
527,1,3,Passenger_527,male,54,0,1,T527,59.9622038694501,A,C
528,1,2,Passenger_528,male,51,1,1,T528,176.45550113079483,C,S
529,1,2,Passenger_529,female,40,3,0,T529,103.11366915346417,T,S
530,0,2,Passenger_530,female,63,4,2,T530,144.33312027884557,B,S
531,0,3,Passenger_531,male,65,1,2,T531,77.87612475743155,G,Q
532,0,3,Passenger_532,male,14,0,1,T532,69.93984810916348,A,S
533,0,1,Passenger_533,male,77,0,3,T533,64.61491403832159,A,S
534,0,3,Passenger_534,male,54,2,1,T534,41.96919654539789,D,S
535,0,3,Passenger_535,female,27,4,2,T535,135.81597183021228,G,S
536,0,2,Passenger_536,female,8,1,0,T536,154.70397443283946,F,S
537,0,2,Passenger_537,male,14,1,1,T537,158.73641013941722,nan,S
538,0,1,Passenger_538,male,5,1,1,T538,146.47138761627318,T,Q
539,1,2,Passenger_539,female,76,0,0,T539,182.3582563391292,T,C
540,0,1,Passenger_540,male,4,2,2,T540,196.09647634261776,A,S
541,1,3,Passenger_541,male,26,3,3,T541,69.43247426193355,B,S
542,0,3,Passenger_542,male,11,1,1,T542,56.22430049608729,G,S
543,1,2,Passenger_543,male,66,3,3,T543,161.0962723744765,nan,C
544,0,2,Passenger_544,female,42,1,0,T544,184.65341872541495,D,S
545,1,2,Passenger_545,female,78,0,2,T545,196.877506288399,D,S
546,0,3,Passenger_546,female,8,1,2,T546,181.11665683829997,A,S
547,0,3,Passenger_547,female,52,0,3,T547,69.76316768787308,G,S
548,1,3,Passenger_548,male,52,0,0,T548,32.97250585306552,T,Q
549,0,1,Passenger_549,male,12,4,2,T549,158.80765866987167,B,S
550,1,2,Passenger_550,female,14,1,3,T550,137.20644887856187,E,S
551,1,2,Passenger_551,male,18,2,0,T551,63.09906237833024,F,nan
552,1,2,Passenger_552,male,10,2,3,T552,34.39715986603376,nan,nan
553,0,2,Passenger_553,female,8,1,3,T553,151.24026228594855,A,S
554,0,1,Passenger_554,female,27,1,2,T554,116.97969541720971,C,S
555,1,1,Passenger_555,male,2,0,2,T555,18.62435502572196,T,C
556,0,3,Passenger_556,male,51,0,2,T556,25.011795710330162,C,C
557,1,1,Passenger_557,male,41,4,2,T557,39.02117330820687,C,S
558,0,3,Passenger_558,male,57,3,2,T558,32.56907865053469,T,S
559,1,2,Passenger_559,male,26,3,3,T559,11.367246006938498,D,C
560,1,1,Passenger_560,female,46,4,1,T560,62.96944824675212,B,nan
561,0,2,Passenger_561,female,62,0,0,T561,167.22797149423695,nan,S
562,1,1,Passenger_562,male,12,4,2,T562,147.99830229487188,C,S
563,0,1,Passenger_563,female,50,4,1,T563,181.11030562630148,C,C
564,0,2,Passenger_564,female,39,2,1,T564,116.95637370455616,E,Q
565,0,1,Passenger_565,male,24,1,3,T565,47.050670818515364,D,C
566,1,2,Passenger_566,male,44,4,3,T566,27.84657386813264,T,C
567,1,3,Passenger_567,female,13,0,0,T567,189.71124589256985,E,S
568,0,3,Passenger_568,female,4,4,0,T568,127.59272529924263,G,S
569,0,2,Passenger_569,female,63,1,0,T569,130.95309681227928,F,S
570,0,3,Passenger_570,male,13,4,2,T570,27.01502812173941,E,S
571,0,3,Passenger_571,male,75,1,2,T571,157.07054271469244,G,S
572,1,2,Passenger_572,female,62,2,2,T572,36.336647104229925,A,nan
573,0,3,Passenger_573,female,48,4,1,T573,35.776639073645214,E,S
574,0,1,Passenger_574,male,30,2,0,T574,166.10801615545608,B,S
575,0,1,Passenger_575,female,57,3,1,T575,193.2591945194655,F,C
576,0,3,Passenger_576,female,62,2,1,T576,10.481198117855794,C,S
577,0,2,Passenger_577,male,31,1,1,T577,94.71270971404343,D,S
578,0,3,Passenger_578,female,76,2,3,T578,159.81874170714707,B,C
579,0,3,Passenger_579,female,27,4,0,T579,158.21152985532683,E,S
580,0,2,Passenger_580,male,38,2,3,T580,50.30486104758218,B,S
581,0,2,Passenger_581,female,35,3,1,T581,52.7417792971147,F,S
582,0,2,Passenger_582,male,68,1,1,T582,73.63115295445974,E,S
583,0,3,Passenger_583,male,78,2,0,T583,105.72230473502074,F,Q
584,0,3,Passenger_584,male,4,4,0,T584,167.5668630323825,E,C
585,0,2,Passenger_585,male,16,1,1,T585,188.78048213092939,B,S
586,1,3,Passenger_586,female,13,0,0,T586,137.66896334870637,B,S
587,1,2,Passenger_587,male,32,4,3,T587,102.43159790564367,C,S
588,0,2,Passenger_588,male,40,2,0,T588,191.81266697212396,F,S
589,1,3,Passenger_589,male,15,3,0,T589,163.9622551106973,T,S
590,1,2,Passenger_590,female,9,2,3,T590,180.3102657261707,F,S
591,1,1,Passenger_591,female,18,2,1,T591,125.07338961030311,B,S
592,1,2,Passenger_592,male,71,1,0,T592,27.77728474663959,B,C
593,0,2,Passenger_593,female,71,1,0,T593,16.77609610044339,C,S
594,0,2,Passenger_594,female,74,3,1,T594,89.45324027874031,G,S
595,1,3,Passenger_595,male,51,0,1,T595,23.504434817013852,E,C
596,0,3,Passenger_596,female,77,3,3,T596,65.16593749325142,T,S
597,1,1,Passenger_597,female,53,4,3,T597,116.36910035008546,C,Q
598,1,3,Passenger_598,male,17,2,0,T598,88.2728580065078,E,S
599,1,3,Passenger_599,male,70,4,0,T599,197.16474103853352,B,nan
600,1,3,Passenger_600,female,44,0,0,T600,18.981084325513905,G,nan
601,0,2,Passenger_601,female,58,1,2,T601,169.33220934634113,F,S
602,0,3,Passenger_602,male,61,0,3,T602,117.2724494779541,G,S
603,0,2,Passenger_603,male,27,1,0,T603,148.6137452691803,G,nan
604,1,3,Passenger_604,female,25,0,0,T604,11.590119735961087,C,C
605,1,3,Passenger_605,female,14,4,2,T605,36.897202946431584,G,S
606,0,2,Passenger_606,male,67,0,1,T606,189.62698472930316,C,S
607,1,2,Passenger_607,female,19,1,3,T607,165.81744840177132,E,S
608,1,1,Passenger_608,male,22,4,3,T608,137.29244978348572,T,S
609,0,3,Passenger_609,male,29,0,0,T609,99.87385035497819,A,S
610,1,2,Passenger_610,male,24,4,1,T610,162.92131824064785,B,C
611,0,2,Passenger_611,male,1,2,2,T611,59.195361562010795,C,C
612,1,3,Passenger_612,female,44,0,0,T612,72.42765092683179,B,S
613,1,3,Passenger_613,male,28,0,2,T613,77.38980173337445,nan,S
614,0,3,Passenger_614,male,49,2,0,T614,111.01901594492415,F,C
615,1,3,Passenger_615,male,47,2,1,T615,117.52043525598171,G,C
616,1,3,Passenger_616,female,57,2,1,T616,46.1073451731723,C,C
617,1,2,Passenger_617,male,26,1,2,T617,30.67051433635442,B,S
618,1,3,Passenger_618,male,58,1,2,T618,89.94482020296793,C,S
619,1,3,Passenger_619,female,59,1,0,T619,41.73410305019554,T,C
620,0,1,Passenger_620,male,60,4,2,T620,184.73206976463322,A,S
621,0,3,Passenger_621,female,11,0,2,T621,104.8001892189379,F,S
622,0,3,Passenger_622,male,16,2,3,T622,46.77925311044951,B,C
623,0,2,Passenger_623,male,43,0,0,T623,64.93831562977041,G,C
624,1,1,Passenger_624,male,21,0,0,T624,149.18504874119836,E,S
625,0,3,Passenger_625,female,49,4,0,T625,140.9583723728165,T,C
626,0,2,Passenger_626,female,64,4,0,T626,50.90895278859338,D,S
627,1,3,Passenger_627,female,2,4,3,T627,47.89140732458802,D,S
628,0,3,Passenger_628,female,16,0,2,T628,122.82975391289877,D,S
629,0,2,Passenger_629,female,78,1,0,T629,149.84552152129038,C,Q
630,0,3,Passenger_630,male,45,0,2,T630,107.25110681305559,E,S
631,1,1,Passenger_631,male,51,4,0,T631,56.032992069554744,F,S
632,0,3,Passenger_632,male,56,0,3,T632,171.19543439135813,D,S
633,0,3,Passenger_633,male,9,2,1,T633,158.8716008908964,T,S
634,1,2,Passenger_634,male,23,4,2,T634,142.77181655444437,nan,S
635,1,3,Passenger_635,male,34,4,0,T635,109.58678817535261,B,S
636,0,2,Passenger_636,female,75,1,2,T636,98.98190567676278,A,S
637,0,1,Passenger_637,female,40,0,2,T637,147.6879392410608,D,C
638,0,2,Passenger_638,female,73,2,2,T638,165.45408708790052,C,C
639,1,3,Passenger_639,male,39,4,3,T639,68.4148803989793,nan,S
640,0,3,Passenger_640,female,17,0,0,T640,186.05208156486083,nan,C
641,1,3,Passenger_641,male,22,2,3,T641,67.58589984187444,C,S
642,0,3,Passenger_642,male,27,1,3,T642,72.379195817464,A,nan
643,0,1,Passenger_643,female,32,1,3,T643,110.19207298864715,nan,S
644,0,3,Passenger_644,female,12,2,1,T644,76.2863933217217,F,S
645,1,1,Passenger_645,female,27,2,3,T645,141.67865933212673,C,C
646,1,1,Passenger_646,female,69,2,3,T646,47.208843472481,G,nan
647,1,2,Passenger_647,male,46,2,2,T647,87.51641839703582,D,S
648,1,3,Passenger_648,male,41,1,1,T648,11.278290513820895,A,S
649,0,2,Passenger_649,female,3,1,2,T649,13.302393536845015,nan,nan
650,1,3,Passenger_650,male,61,0,0,T650,188.9982836758716,C,S
651,1,2,Passenger_651,female,20,0,3,T651,134.167622264282,T,S
652,0,3,Passenger_652,male,45,0,3,T652,49.38804465282293,B,Q
653,0,2,Passenger_653,female,33,2,3,T653,172.79087056965196,G,Q
654,1,2,Passenger_654,male,21,0,0,T654,178.8993511757091,A,S
655,0,1,Passenger_655,female,8,1,3,T655,172.0088416804035,T,S
656,0,3,Passenger_656,male,26,0,3,T656,41.24401327822835,A,S
657,0,3,Passenger_657,male,61,3,1,T657,92.58674239202423,nan,S
658,0,2,Passenger_658,female,37,3,1,T658,159.19335077870028,E,S
659,0,2,Passenger_659,female,23,1,0,T659,37.49650696993719,T,S
660,0,3,Passenger_660,male,69,3,0,T660,172.27566346295617,F,S
661,0,2,Passenger_661,male,62,4,3,T661,198.4822610260767,B,S
662,0,3,Passenger_662,female,71,0,0,T662,35.0116933722733,A,S
663,0,2,Passenger_663,male,19,4,1,T663,111.48896305317457,C,S
664,0,1,Passenger_664,female,46,0,0,T664,120.24989817169245,nan,S
665,0,3,Passenger_665,female,44,4,2,T665,181.78581570824824,C,nan
666,0,3,Passenger_666,male,54,0,1,T666,156.4846993890248,D,S
667,1,3,Passenger_667,male,17,0,1,T667,40.76367218442174,T,S
668,0,3,Passenger_668,female,38,1,0,T668,20.577067183395812,nan,S
669,0,3,Passenger_669,female,50,4,1,T669,78.23968254049898,G,S
670,0,2,Passenger_670,male,46,3,0,T670,180.00211754561084,A,S
671,0,2,Passenger_671,male,77,3,3,T671,56.90036435629146,nan,S
672,0,2,Passenger_672,male,62,3,1,T672,90.7674187028519,F,S
673,1,1,Passenger_673,male,66,2,2,T673,119.050342748082,F,S
674,0,2,Passenger_674,female,37,2,0,T674,136.00767032233682,F,S
675,0,2,Passenger_675,male,4,3,0,T675,77.42888519228262,G,Q
676,0,3,Passenger_676,male,72,1,2,T676,159.33510117534877,A,S
677,1,3,Passenger_677,female,18,2,0,T677,186.09875739339492,E,S
678,0,2,Passenger_678,male,1,2,1,T678,199.32469595373254,A,S
679,0,2,Passenger_679,male,17,3,3,T679,131.48064782936137,G,C
680,1,3,Passenger_680,male,4,3,1,T680,43.932160144743285,B,S
681,1,3,Passenger_681,male,3,3,3,T681,170.2411581280059,F,S
682,0,2,Passenger_682,male,60,4,1,T682,66.25573931033023,G,C
683,0,2,Passenger_683,male,43,2,1,T683,135.91403111931405,G,S
684,1,3,Passenger_684,male,69,3,2,T684,99.46020855681708,E,S
685,1,3,Passenger_685,male,51,0,0,T685,60.94230734945696,T,S
686,0,1,Passenger_686,male,36,1,1,T686,75.2376678500923,F,S
687,1,3,Passenger_687,female,8,4,3,T687,111.0714590842036,nan,Q
688,0,2,Passenger_688,female,73,1,1,T688,157.18768061113488,B,Q
689,0,3,Passenger_689,female,13,0,3,T689,13.82919884762742,nan,Q
690,1,3,Passenger_690,male,64,2,0,T690,10.870716317488416,G,S
691,1,1,Passenger_691,male,37,0,0,T691,62.62502822772251,G,Q
692,0,1,Passenger_692,female,53,4,3,T692,193.90670266602092,B,nan
693,1,2,Passenger_693,female,10,3,0,T693,46.08752923472036,D,S
694,0,3,Passenger_694,male,65,1,1,T694,91.81894976785416,A,S
695,0,2,Passenger_695,male,76,4,3,T695,140.97602028881593,D,S
696,0,2,Passenger_696,female,37,4,3,T696,34.96466712351825,G,C
697,1,3,Passenger_697,female,12,1,1,T697,137.65605854991338,F,S
698,0,1,Passenger_698,male,37,0,3,T698,49.2316425486497,E,S
699,0,2,Passenger_699,female,27,3,1,T699,72.27591762905976,C,C
700,0,2,Passenger_700,female,72,3,3,T700,87.06937243981758,D,S
701,1,3,Passenger_701,female,77,1,2,T701,134.0675673495651,E,S
702,0,2,Passenger_702,female,8,2,2,T702,154.59453768111223,A,S
703,0,2,Passenger_703,male,75,0,0,T703,20.60669282116988,F,S
704,1,2,Passenger_704,male,6,4,0,T704,94.11989479805922,E,Q
705,0,3,Passenger_705,female,52,4,3,T705,22.781668388900247,A,S
706,0,3,Passenger_706,male,23,3,0,T706,44.46801402701967,C,S
707,0,3,Passenger_707,male,38,3,1,T707,62.13476945631711,nan,Q
708,1,2,Passenger_708,female,60,2,3,T708,176.49063007811046,E,S
709,0,3,Passenger_709,male,33,4,3,T709,151.85304999788866,F,S
710,0,1,Passenger_710,male,10,3,0,T710,151.58598149602767,G,S
711,1,2,Passenger_711,female,79,3,0,T711,17.346811965591606,E,C
712,0,3,Passenger_712,female,43,4,2,T712,139.44036520056864,G,C
713,0,3,Passenger_713,male,74,0,2,T713,57.479757877399805,T,S
714,0,1,Passenger_714,male,22,0,1,T714,31.22080250170469,E,nan
715,1,1,Passenger_715,female,58,3,2,T715,25.185938107998744,B,S
716,1,2,Passenger_716,female,29,0,3,T716,68.4778791635303,E,C
717,0,1,Passenger_717,female,58,4,2,T717,103.19277353321006,A,Q
718,0,1,Passenger_718,male,11,1,2,T718,191.69933341282174,C,C
719,0,2,Passenger_719,female,69,3,0,T719,166.71536552373314,F,C
720,0,3,Passenger_720,female,2,4,0,T720,34.614859032190694,E,S
721,1,3,Passenger_721,female,14,3,2,T721,181.6449184550134,D,C
722,1,2,Passenger_722,female,74,2,3,T722,55.17700717310187,E,S
723,1,2,Passenger_723,male,9,0,3,T723,165.06589549915918,B,C
724,0,3,Passenger_724,female,25,4,0,T724,170.52512104066255,nan,C
725,0,3,Passenger_725,female,21,3,3,T725,180.03832656318264,G,S
726,0,3,Passenger_726,female,30,0,1,T726,110.93741791149651,C,S
727,0,1,Passenger_727,male,70,4,2,T727,75.81002858346602,nan,S
728,1,2,Passenger_728,female,49,1,1,T728,154.86128379184464,D,C
729,1,3,Passenger_729,female,50,2,3,T729,84.90874271881837,nan,C
730,0,2,Passenger_730,female,65,0,3,T730,46.15445267476868,C,S
731,0,3,Passenger_731,male,79,1,3,T731,157.14131735755367,D,S
732,0,3,Passenger_732,female,60,3,2,T732,66.5235070153827,T,S
733,1,2,Passenger_733,male,16,3,1,T733,73.52478042205718,nan,C
734,1,3,Passenger_734,female,47,2,2,T734,45.13752816839229,C,S
735,1,3,Passenger_735,female,33,3,3,T735,156.60278167792438,C,C
736,0,3,Passenger_736,female,63,4,2,T736,27.286271528229364,nan,C
737,0,1,Passenger_737,male,18,3,1,T737,170.75563926118556,E,S
738,0,1,Passenger_738,male,45,2,1,T738,20.935076504753177,B,S
739,0,2,Passenger_739,female,49,4,1,T739,72.36380426560522,A,S
740,1,3,Passenger_740,female,49,4,0,T740,19.277075307815537,F,S
741,0,3,Passenger_741,male,16,3,2,T741,35.583840629194924,nan,C
742,1,2,Passenger_742,male,49,0,1,T742,88.66383797260933,B,Q
743,1,1,Passenger_743,female,57,3,2,T743,110.70344574719599,T,S
744,1,3,Passenger_744,female,9,0,2,T744,162.58205674240145,B,S
745,1,1,Passenger_745,male,41,1,0,T745,100.18252451239896,nan,S
746,0,2,Passenger_746,female,62,2,1,T746,121.91626104794868,nan,S
747,0,2,Passenger_747,female,52,3,1,T747,126.82689123802045,E,nan
748,1,2,Passenger_748,female,35,3,2,T748,68.9897220811014,T,S
749,1,3,Passenger_749,male,48,1,3,T749,77.56281311811681,E,C
750,0,2,Passenger_750,male,46,3,3,T750,45.58727748570247,E,nan
751,1,3,Passenger_751,male,40,3,3,T751,139.41683866146846,B,S
752,1,3,Passenger_752,female,69,1,2,T752,61.457188609390776,T,S
753,1,2,Passenger_753,female,14,3,0,T753,150.0714606450513,B,S
754,1,2,Passenger_754,female,13,3,1,T754,128.73174702963618,E,S
755,1,1,Passenger_755,male,3,3,2,T755,79.31298106295817,A,S
756,0,3,Passenger_756,male,61,0,2,T756,92.9499318934448,D,C
757,0,2,Passenger_757,male,40,2,0,T757,162.65234801296276,nan,S
758,1,1,Passenger_758,female,34,0,3,T758,161.02407854320367,T,S
759,1,3,Passenger_759,female,71,2,0,T759,93.54495323758506,nan,nan
760,0,3,Passenger_760,female,56,3,0,T760,90.85825131645188,D,C
761,0,3,Passenger_761,male,14,0,0,T761,18.22799890342887,T,C
762,0,3,Passenger_762,female,5,3,0,T762,123.6051246769022,E,S
763,0,3,Passenger_763,female,36,4,0,T763,145.41535345977195,G,S
764,1,2,Passenger_764,male,49,3,3,T764,46.37443907491918,T,nan
765,1,3,Passenger_765,male,35,2,2,T765,144.8724517016981,B,S
766,0,2,Passenger_766,male,6,2,3,T766,89.280699021922,C,S
